user_id,username,email,signup_date,plan
USR-5-0032,fiona_miller_18,fiona_miller_18@company.org,2026-04-12,free
USR-5-0033,ethan_thomas_48,ethan_thomas_48@yahoo.com,2026-07-13,pro
USR-5-0034,hannah_thomas_33,hannah_thomas_33@mail.net,2026-03-19,pro
USR-5-0035,hannah_miller_91,hannah_miller_91@company.org,2026-10-24,enterprise
USR-5-0036,diana_wilson_69,,2026-11-25,pro
USR-5-0037,george_wilson_18,george_wilson_18@outlook.com,2026-05-21,free
USR-5-0038,julia_taylor_61,,2026-01-08,pro
USR-5-0039,ian_moore_64,invalid_email_format,2026-03-01,pro
USR-5-0040,ethan_thomas_32,ethan_thomas_32gmail.com,2026-01-28,free
USR-5-0041,ethan_johnson_62,ethan_johnson_62@gmail.com,2026-07-27,enterprise
USR-5-0042,diana_johnson_83,diana_johnson_83@mail.net,2026-11-27,enterprise
USR-5-0043,ian_miller_73,ian_miller_73@gmail.com,2026-06-11,enterprise
USR-5-0044,diana_moore_37,,2026-05-15,pro
USR-5-0045,julia_smith_72,julia_smith_72@gmail.com,2026-06-18,pro
USR-5-0046,diana_miller_28,diana_miller_28@outlook.com,2026-01-21,
USR-5-0047,alice_taylor_42,alice_taylor_42@outlook.com,2026-11-04,enterprise
USR-5-0048,hannah_moore_11,hannah_moore_11@outlook.com,2026-05-03,free
USR-5-0049,charlie_anderson_90,charlie_anderson_90@company.org,2026-01-09,free
USR-5-0050,hannah_anderson_62,hannah_anderson_62@company.org,2026-02-27,free
USR-5-0051,ian_johnson_55,ian_johnson_55@mail.net,2026-12-11,pro
USR-5-0052,alice_brown_90,alice_brown_90@gmail.com,2026-07-07,enterprise
USR-5-0053,julia_johnson_24,julia_johnson_24@yahoo.com,2026-10-22,pro
USR-5-0054,fiona_anderson_71,,2026-03-22,enterprise
USR-5-0055,ethan_taylor_20,ethan_taylor_20@company.org,2026-10-08,free
USR-5-0056,ian_jackson_90,Ian @ company.org,2026-05-23,free
USR-5-0057,julia_moore_86,Julia @ outlook.com,2026-10-04,free
USR-5-0058,george_anderson_96,george_anderson_96@yahoo.com,2026-04-28,pro
USR-5-0059,hannah_moore_26,hannah_moore_26@yahoo.com,2026-05-24,enterprise
USR-5-0060,,@yahoo.com,2026-10-15,free
USR-5-0061,hannah_johnson_11,hannah_johnson_11@company.org,2026-11-07,enterprise
USR-5-0062,,@gmail.com,2026-06-08,pro
USR-5-0063,,@company.org,2026-05-13,enterprise
USR-5-0064,ian_smith_84,,2026-08-11,pro
USR-5-0065,fiona_thomas_65,Fiona @ gmail.com,2026-08-28,pro
USR-5-0066,george_miller_43,george_miller_43@outlook.com,2026-09-11,pro
USR-5-0067,fiona_anderson_29,fiona_anderson_29@company.org,2026-01-07,free
USR-5-0068,charlie_smith_70,charlie_smith_70@company.org,2026-02-16,free
USR-5-0069,ian_anderson_68,ian_anderson_68@yahoo.com,2026-02-12,free
USR-5-0070,ethan_brown_31,ethan_brown_31@mail.net,2026-11-19,free
USR-5-0071,alice_thomas_83,alice_thomas_83@yahoo.com,2026-08-22,free
USR-5-0072,alice_miller_97,,2026-06-19,free
USR-5-0073,charlie_smith_20,charlie_smith_20@company.org,2026-08-21,pro
USR-5-0074,alice_wilson_15,alice_wilson_15@outlook.com,2026-12-24,enterprise
USR-5-0075,alice_miller_51,alice_miller_51@mail.net,2026-10-13,free
USR-5-0076,,@yahoo.com,2026-07-25,pro
USR-5-0077,charlie_johnson_48,charlie_johnson_48@outlook.com,2026-11-20,free
USR-5-0078,bob_wilson_75,bob_wilson_75@company.org,2026-08-09,enterprise
USR-5-0079,bob_moore_57,bob_moore_57@company.org,2026-02-02,enterprise
USR-5-0080,hannah_taylor_92,,2026-08-17,enterprise
USR-5-0081,bob_miller_69,bob_miller_69@company.org,2026-05-05,free
USR-5-0082,ethan_taylor_76,ethan_taylor_76@mail.net,2026-02-02,enterprise
USR-5-0083,george_moore_22,george_moore_22@outlook.com,2026-06-09,enterprise
USR-5-0084,ian_smith_24,ian_smith_24@yahoo.com,2026-07-02,free
USR-5-0085,ethan_wilson_85,ethan_wilson_85@company.org,2026-10-26,pro
USR-5-0086,,@outlook.com,2026-11-04,pro
USR-5-0087,,@company.org,2026-12-13,enterprise
USR-5-0088,julia_anderson_48,julia_anderson_48@outlook.com,2026-12-22,enterprise
USR-5-0089,ethan_johnson_26,ethan_johnson_26@gmail.com,2026-12-07,free
USR-5-0090,charlie_taylor_65,charlie_taylor_65@mail.net,2026-04-03,pro
USR-5-0091,,,2026-03-24,enterprise
USR-5-0092,hannah_anderson_12,hannah_anderson_12@yahoo.com,2026-05-19,pro
USR-5-0093,alice_johnson_90,alice_johnson_90@company.org,2026-08-24,enterprise
USR-5-0094,ian_miller_14,ian_miller_14@mail.net,2026-12-20,enterprise
USR-5-0095,hannah_taylor_17,hannah_taylor_17@outlook.com,2026-09-03,pro
USR-5-0096,george_anderson_24,george_anderson_24@outlook.com,2026-08-23,
USR-5-0097,ethan_taylor_70,ethan_taylor_70@yahoo.com,2026-10-22,pro
USR-5-0098,hannah_brown_47,hannah_brown_47@company.org,2026-11-21,enterprise
USR-5-0099,hannah_brown_89,hannah_brown_89@gmail.com,2026-11-16,free
USR-5-0100,charlie_jackson_72,charlie_jackson_72@company.org,2026-05-08,free
USR-5-0101,alice_wilson_43,,2026-09-02,free
USR-5-0102,bob_jackson_39,bob_jackson_39@outlook.com,2026-06-26,pro
USR-5-0103,ian_miller_29,ian_miller_29@mail.net,2026-11-04,enterprise
USR-5-0104,hannah_anderson_24,hannah_anderson_24@mail.net,2026-02-27,enterprise
USR-5-0105,bob_brown_90,bob_brown_90@outlook.com,2026-03-24,pro
USR-5-0106,ian_anderson_22,ian_anderson_22@yahoo.com,2026-02-28,free
USR-5-0107,george_smith_41,george_smith_41@outlook.com,2026-09-06,free
USR-5-0108,george_wilson_90,,2026-09-14,free
USR-5-0109,george_moore_62,george_moore_62@mail.net,2026-11-12,free
USR-5-0110,,@yahoo.com,2026-07-02,pro
USR-5-0111,charlie_jackson_17,charlie_jackson_17@mail.net,2026-05-14,pro
USR-5-0112,ian_miller_50,Ian @ outlook.com,2026-12-13,pro
USR-5-0113,ian_jackson_89,ian_jackson_89@company.org,2026-04-10,
USR-5-0114,fiona_moore_26,fiona_moore_26@yahoo.com,2026-02-17,enterprise
USR-5-0115,,@mail.net,2026-05-08,pro
USR-5-0116,ian_johnson_17,ian_johnson_17@mail.net,2026-06-04,free
USR-5-0117,bob_anderson_48,Bob @ outlook.com,2026-12-19,enterprise
USR-5-0118,ian_jackson_39,ian_jackson_39@mail.net,2026-11-05,enterprise
USR-5-0119,diana_johnson_51,diana_johnson_51@outlook.com,2026-08-04,free
USR-5-0120,,@company.org,2026-04-15,free
USR-5-0121,ian_moore_85,ian_moore_85@outlook.com,2026-10-16,enterprise
USR-5-0122,hannah_anderson_63,,2026-03-16,enterprise
USR-5-0123,ian_thomas_25,ian_thomas_25@gmail.com,2026-12-06,enterprise
USR-5-0124,bob_jackson_62,bob_jackson_62@outlook.com,2026-01-17,free
USR-5-0125,ethan_wilson_48,Ethan @ yahoo.com,2026-10-14,free
USR-5-0126,ethan_miller_37,ethan_miller_37@gmail.com,2026-02-18,pro
USR-5-0127,alice_moore_71,alice_moore_71@outlook.com,2026-07-16,enterprise
USR-5-0128,charlie_brown_74,charlie_brown_74@company.org,2026-03-28,enterprise
USR-5-0129,julia_jackson_62,julia_jackson_62@outlook.com,2026-09-02,enterprise
USR-5-0130,ethan_johnson_31,ethan_johnson_31@outlook.com,2026-09-21,free
USR-5-0131,bob_taylor_89,bob_taylor_89@mail.net,2026-09-07,pro
USR-5-0132,alice_johnson_94,,2026-01-09,free
USR-5-0133,julia_anderson_20,julia_anderson_20@company.org,2026-10-02,pro
USR-5-0134,alice_wilson_65,invalid_email_format,2026-07-09,free
USR-5-0135,bob_thomas_31,bob_thomas_31@gmail.com,2026-03-10,pro
USR-5-0136,alice_jackson_51,alice_jackson_51@outlook.com,2026-07-04,pro
USR-5-0137,fiona_miller_58,fiona_miller_58@gmail.com,2026-04-08,enterprise
USR-5-0138,hannah_thomas_74,invalid_email_format,2026-08-18,pro
USR-5-0139,alice_moore_91,alice_moore_91@outlook.com,2026-09-19,enterprise
USR-5-0140,ian_brown_48,ian_brown_48@mail.net,2026-04-26,free
USR-5-0141,charlie_taylor_78,charlie_taylor_78@mail.net,2026-08-02,free
USR-5-0142,julia_miller_93,invalid_email_format,2026-10-09,enterprise
USR-5-0143,fiona_taylor_84,fiona_taylor_84@yahoo.com,2026-12-18,enterprise
USR-5-0144,bob_moore_99,,2026-09-09,pro
USR-5-0145,ian_wilson_97,ian_wilson_97@company.org,2026-05-08,enterprise
USR-5-0146,fiona_taylor_68,fiona_taylor_68@yahoo.com,2026-11-01,enterprise
USR-5-0147,alice_brown_62,alice_brown_62@company.org,2026-07-18,free
USR-5-0148,bob_thomas_13,bob_thomas_13@company.org,2026-11-04,pro
USR-5-0149,george_jackson_55,george_jackson_55@gmail.com,2026-02-15,pro
