user_id,username,email,signup_date,plan
USR-7-0098,george_smith_83,george_smith_83@company.org,2026-12-06,pro
USR-7-0099,ian_brown_65,ian_brown_65@yahoo.com,2026-09-04,enterprise
USR-7-0100,george_miller_80,george_miller_80@gmail.com,2026-02-01,
USR-7-0101,julia_brown_13,julia_brown_13@gmail.com,2026-10-13,free
USR-7-0102,charlie_anderson_91,charlie_anderson_91@yahoo.com,2026-11-08,pro
USR-7-0103,diana_moore_43,diana_moore_43@yahoo.com,2026-11-01,enterprise
USR-7-0104,bob_johnson_68,,2026-03-10,pro
USR-7-0105,bob_johnson_73,bob_johnson_73@yahoo.com,2026-07-04,pro
USR-7-0106,george_johnson_72,missing_domain@George,2026-06-21,pro
USR-7-0107,charlie_miller_11,charlie_miller_11@mail.net,2026-01-04,pro
USR-7-0108,hannah_jackson_86,,2026-12-09,free
USR-7-0109,alice_thomas_12,alice_thomas_12@yahoo.com,2026-06-04,
USR-7-0110,charlie_taylor_20,charlie_taylor_20@outlook.com,2026-05-16,free
USR-7-0111,fiona_thomas_93,fiona_thomas_93@company.org,2026-07-17,pro
USR-7-0112,ethan_brown_35,ethan_brown_35@outlook.com,2026-07-04,enterprise
USR-7-0113,julia_miller_31,julia_miller_31@company.org,2026-07-15,pro
USR-7-0114,ethan_wilson_89,ethan_wilson_89@yahoo.com,2026-10-12,pro
USR-7-0115,bob_anderson_31,bob_anderson_31@outlook.com,2026-10-14,pro
USR-7-0116,,,2026-06-14,free
USR-7-0117,bob_taylor_94,,2026-06-04,free
USR-7-0118,alice_wilson_37,alice_wilson_37@yahoo.com,2026-09-03,pro
USR-7-0119,diana_thomas_37,diana_thomas_37@mail.net,2026-11-03,enterprise
USR-7-0120,george_moore_50,george_moore_50@gmail.com,2026-08-16,free
USR-7-0121,george_johnson_25,george_johnson_25@mail.net,2026-07-08,
USR-7-0122,alice_jackson_10,alice_jackson_10@company.org,2026-01-18,
USR-7-0123,,@outlook.com,2026-05-11,pro
USR-7-0124,ian_wilson_73,ian_wilson_73@company.org,2026-08-28,enterprise
USR-7-0125,bob_wilson_89,bob_wilson_89@gmail.com,2026-03-04,pro
USR-7-0126,,@outlook.com,2026-09-01,enterprise
USR-7-0127,,@outlook.com,2026-06-23,enterprise
USR-7-0128,george_miller_99,,2026-08-04,free
USR-7-0129,charlie_jackson_62,charlie_jackson_62@mail.net,2026-09-08,enterprise
USR-7-0130,hannah_miller_51,hannah_miller_51@gmail.com,2026-05-25,pro
USR-7-0131,fiona_thomas_41,fiona_thomas_41@yahoo.com,2026-12-03,free
USR-7-0132,alice_taylor_11,alice_taylor_11@company.org,2026-04-16,free
USR-7-0133,julia_thomas_75,julia_thomas_75@outlook.com,2026-12-15,enterprise
USR-7-0134,ian_johnson_26,ian_johnson_26@company.org,2026-10-17,free
USR-7-0135,diana_johnson_45,diana_johnson_45@mail.net,2026-11-04,free
USR-7-0136,,@outlook.com,2026-01-16,enterprise
USR-7-0137,fiona_miller_25,Fiona @ company.org,2026-03-13,enterprise
USR-7-0138,fiona_smith_66,missing_domain@Fiona,2026-04-10,free
USR-7-0139,julia_miller_77,julia_miller_77@gmail.com,2026-11-02,enterprise
USR-7-0140,,Bob @ outlook.com,2026-02-18,free
USR-7-0141,julia_moore_60,julia_moore_60@outlook.com,2026-08-07,free
USR-7-0142,fiona_miller_86,missing_domain@Fiona,2026-12-10,enterprise
USR-7-0143,fiona_johnson_31,fiona_johnson_31@yahoo.com,2026-01-22,pro
USR-7-0144,alice_brown_43,,2026-01-20,pro
USR-7-0145,julia_smith_72,julia_smith_72@gmail.com,2026-01-19,enterprise
USR-7-0146,diana_thomas_74,,2026-02-04,pro
USR-7-0147,fiona_anderson_72,fiona_anderson_72@outlook.com,2026-11-16,pro
USR-7-0148,alice_wilson_48,alice_wilson_48@mail.net,2026-08-04,pro
USR-7-0149,alice_brown_62,alice_brown_62@yahoo.com,2026-06-16,free
