user_id,username,email,signup_date,plan
USR-0-0045,fiona_moore_87,Fiona @ mail.net,2026-05-02,enterprise
USR-0-0046,ian_thomas_97,ian_thomas_97@yahoo.com,2026-06-14,free
USR-0-0047,fiona_jackson_50,,2026-05-17,pro
USR-0-0048,fiona_moore_99,,2026-07-22,pro
USR-0-0049,charlie_jackson_82,charlie_jackson_82@gmail.com,2026-05-10,free
USR-0-0050,julia_jackson_93,julia_jackson_93@yahoo.com,2026-09-16,enterprise
USR-0-0051,bob_miller_75,bob_miller_75@gmail.com,2026-04-22,pro
USR-0-0052,,@mail.net,2026-02-15,pro
USR-0-0053,julia_taylor_99,julia_taylor_99@yahoo.com,2026-11-23,free
USR-0-0054,bob_moore_38,bob_moore_38@mail.net,2026-08-02,enterprise
USR-0-0055,bob_anderson_27,bob_anderson_27@mail.net,2026-10-11,pro
USR-0-0056,ian_moore_80,,2026-08-15,pro
USR-0-0057,ethan_thomas_72,ethan_thomas_72@gmail.com,2026-12-10,free
USR-0-0058,fiona_thomas_20,fiona_thomas_20@yahoo.com,2026-12-07,free
USR-0-0059,fiona_thomas_69,fiona_thomas_69@company.org,2026-07-25,enterprise
USR-0-0060,alice_jackson_58,alice_jackson_58@outlook.com,2026-07-28,pro
USR-0-0061,ian_jackson_38,ian_jackson_38@company.org,2026-01-13,pro
USR-0-0062,george_brown_69,george_brown_69@mail.net,2026-01-13,enterprise
USR-0-0063,alice_johnson_92,alice_johnson_92@yahoo.com,2026-01-09,pro
USR-0-0064,hannah_wilson_53,hannah_wilson_53@company.org,2026-05-27,free
USR-0-0065,ian_smith_54,ian_smith_54gmail.com,2026-04-07,free
USR-0-0066,diana_brown_70,diana_brown_70@yahoo.com,2026-08-23,pro
USR-0-0067,charlie_jackson_87,charlie_jackson_87@yahoo.com,2026-05-04,
USR-0-0068,ethan_jackson_96,ethan_jackson_96@yahoo.com,2026-02-19,enterprise
USR-0-0069,diana_johnson_99,diana_johnson_99@mail.net,2026-02-26,enterprise
USR-0-0070,fiona_thomas_64,fiona_thomas_64gmail.com,2026-07-27,pro
USR-0-0071,fiona_anderson_29,fiona_anderson_29@outlook.com,2026-10-26,enterprise
USR-0-0072,hannah_moore_85,hannah_moore_85@gmail.com,2026-05-15,free
USR-0-0073,julia_jackson_95,Julia @ outlook.com,2026-08-07,pro
USR-0-0074,fiona_miller_86,fiona_miller_86@gmail.com,2026-09-07,free
USR-0-0075,george_anderson_81,george_anderson_81@company.org,2026-08-26,free
USR-0-0076,diana_moore_98,diana_moore_98@outlook.com,2026-08-18,enterprise
USR-0-0077,ian_wilson_55,ian_wilson_55@outlook.com,2026-04-04,enterprise
USR-0-0078,bob_thomas_98,bob_thomas_98@company.org,2026-05-24,enterprise
USR-0-0079,ian_jackson_46,ian_jackson_46@outlook.com,2026-04-12,free
USR-0-0080,,Ian @ outlook.com,2026-11-28,pro
USR-0-0081,alice_jackson_46,alice_jackson_46@yahoo.com,2026-01-09,pro
USR-0-0082,,@gmail.com,2026-03-05,enterprise
USR-0-0083,bob_taylor_25,bob_taylor_25@mail.net,2026-10-08,enterprise
USR-0-0084,hannah_miller_85,hannah_miller_85@mail.net,2026-01-20,enterprise
USR-0-0085,diana_taylor_43,,2026-03-18,free
USR-0-0086,george_anderson_98,george_anderson_98@yahoo.com,2026-05-23,pro
USR-0-0087,hannah_johnson_97,hannah_johnson_97@mail.net,2026-11-26,free
USR-0-0088,ian_taylor_92,ian_taylor_92@yahoo.com,2026-02-02,free
USR-0-0089,julia_jackson_46,julia_jackson_46@outlook.com,2026-12-13,pro
USR-0-0090,hannah_anderson_20,hannah_anderson_20@outlook.com,2026-10-09,free
USR-0-0091,julia_jackson_12,julia_jackson_12@outlook.com,2026-10-02,free
USR-0-0092,hannah_miller_33,hannah_miller_33@company.org,2026-02-16,pro
USR-0-0093,fiona_johnson_30,fiona_johnson_30@outlook.com,2026-11-13,
USR-0-0094,bob_wilson_42,bob_wilson_42@company.org,2026-09-27,free
USR-0-0095,,@mail.net,2026-08-21,pro
USR-0-0096,diana_miller_80,diana_miller_80@company.org,2026-02-01,enterprise
USR-0-0097,diana_brown_49,diana_brown_49@gmail.com,2026-04-27,free
USR-0-0098,bob_brown_73,bob_brown_73@outlook.com,2026-07-27,pro
USR-0-0099,diana_anderson_80,diana_anderson_80@mail.net,2026-09-24,free
USR-0-0100,ethan_moore_53,ethan_moore_53@gmail.com,2026-05-24,pro
USR-0-0101,julia_anderson_29,julia_anderson_29@outlook.com,2026-09-25,enterprise
USR-0-0102,fiona_taylor_99,fiona_taylor_99@company.org,2026-01-11,enterprise
USR-0-0103,george_moore_94,george_moore_94@yahoo.com,2026-08-02,free
USR-0-0104,julia_wilson_22,julia_wilson_22@mail.net,2026-08-01,enterprise
USR-0-0105,charlie_johnson_70,charlie_johnson_70@mail.net,2026-12-13,enterprise
USR-0-0106,fiona_thomas_58,fiona_thomas_58@company.org,2026-09-02,enterprise
USR-0-0107,ethan_taylor_21,missing_domain@Ethan,2026-03-23,pro
USR-0-0108,alice_wilson_17,alice_wilson_17@yahoo.com,2026-04-17,pro
USR-0-0109,,@mail.net,2026-11-08,pro
USR-0-0110,charlie_taylor_69,charlie_taylor_69@gmail.com,2026-08-10,enterprise
USR-0-0111,bob_anderson_54,bob_anderson_54@company.org,2026-12-09,pro
USR-0-0112,diana_moore_71,diana_moore_71@outlook.com,2026-10-10,enterprise
USR-0-0113,george_miller_11,george_miller_11@gmail.com,2026-10-24,pro
USR-0-0114,ethan_taylor_87,ethan_taylor_87@yahoo.com,2026-10-09,enterprise
USR-0-0115,charlie_johnson_90,charlie_johnson_90@company.org,2026-01-19,pro
USR-0-0116,bob_miller_51,,2026-03-26,enterprise
USR-0-0117,fiona_thomas_74,fiona_thomas_74@outlook.com,2026-08-26,pro
USR-0-0118,fiona_johnson_69,,2026-04-28,enterprise
USR-0-0119,,@outlook.com,2026-09-04,pro
USR-0-0120,ethan_jackson_58,ethan_jackson_58@gmail.com,2026-11-08,
USR-0-0121,ian_wilson_88,invalid_email_format,2026-11-14,free
USR-0-0122,alice_miller_73,alice_miller_73@mail.net,2026-03-13,pro
USR-0-0123,ian_moore_85,,2026-07-21,free
USR-0-0124,,@company.org,2026-08-08,pro
USR-0-0125,fiona_thomas_92,fiona_thomas_92@yahoo.com,2026-02-28,pro
USR-0-0126,,@yahoo.com,2026-10-07,free
USR-0-0127,ian_taylor_85,ian_taylor_85@outlook.com,2026-03-26,
USR-0-0128,charlie_brown_79,,2026-11-28,free
USR-0-0129,fiona_taylor_85,,2026-01-05,enterprise
USR-0-0130,bob_johnson_70,bob_johnson_70@mail.net,2026-02-15,enterprise
USR-0-0131,julia_smith_94,julia_smith_94@gmail.com,2026-01-16,pro
USR-0-0132,,Bob @ mail.net,2026-02-05,pro
USR-0-0133,julia_thomas_51,julia_thomas_51@outlook.com,2026-08-17,enterprise
USR-0-0134,bob_thomas_37,bob_thomas_37@company.org,2026-06-27,pro
USR-0-0135,bob_wilson_64,bob_wilson_64@yahoo.com,2026-11-16,free
USR-0-0136,,@yahoo.com,2026-09-02,enterprise
USR-0-0137,ian_wilson_95,ian_wilson_95@company.org,2026-12-02,pro
USR-0-0138,fiona_johnson_83,,2026-08-08,free
USR-0-0139,ian_wilson_24,ian_wilson_24@company.org,2026-09-25,enterprise
USR-0-0140,ian_smith_87,ian_smith_87@outlook.com,2026-01-06,pro
USR-0-0141,,@mail.net,2026-11-13,free
USR-0-0142,alice_johnson_77,alice_johnson_77@outlook.com,2026-03-12,pro
USR-0-0143,julia_jackson_20,,2026-10-02,enterprise
USR-0-0144,hannah_moore_72,hannah_moore_72@yahoo.com,2026-09-04,pro
USR-0-0145,ethan_jackson_72,ethan_jackson_72@yahoo.com,2026-07-20,
USR-0-0146,ethan_taylor_27,ethan_taylor_27@gmail.com,2026-01-16,enterprise
USR-0-0147,charlie_moore_78,charlie_moore_78@outlook.com,2026-02-13,enterprise
USR-0-0148,alice_anderson_19,alice_anderson_19@mail.net,2026-07-23,enterprise
USR-0-0149,bob_moore_12,,2026-10-15,enterprise
