user_id,username,email,signup_date,plan
USR-1-0123,fiona_smith_22,fiona_smith_22@outlook.com,2026-10-25,enterprise
USR-1-0124,george_wilson_13,george_wilson_13@company.org,2026-08-08,pro
USR-1-0125,george_moore_33,george_moore_33@gmail.com,2026-10-10,free
USR-1-0126,bob_miller_29,bob_miller_29@yahoo.com,2026-12-13,pro
USR-1-0127,bob_smith_49,bob_smith_49@gmail.com,2026-03-03,free
USR-1-0128,ian_thomas_75,ian_thomas_75gmail.com,2026-10-20,pro
USR-1-0129,alice_miller_62,Alice @ mail.net,2026-10-17,free
USR-1-0130,charlie_brown_44,charlie_brown_44@gmail.com,2026-03-14,pro
USR-1-0131,hannah_johnson_56,hannah_johnson_56@company.org,2026-10-20,free
USR-1-0132,charlie_miller_10,charlie_miller_10@mail.net,2026-07-26,pro
USR-1-0133,george_jackson_27,george_jackson_27@yahoo.com,2026-08-11,free
USR-1-0134,fiona_miller_98,fiona_miller_98@yahoo.com,2026-06-13,pro
USR-1-0135,george_wilson_24,george_wilson_24@mail.net,2026-03-22,
USR-1-0136,hannah_taylor_66,hannah_taylor_66@gmail.com,2026-07-22,pro
USR-1-0137,ethan_taylor_42,ethan_taylor_42@company.org,2026-02-15,enterprise
USR-1-0138,george_thomas_74,george_thomas_74@company.org,2026-09-02,pro
USR-1-0139,ian_jackson_91,invalid_email_format,2026-03-21,enterprise
USR-1-0140,george_wilson_65,George @ yahoo.com,2026-08-12,pro
USR-1-0141,julia_thomas_29,invalid_email_format,2026-07-03,free
USR-1-0142,charlie_wilson_49,charlie_wilson_49@mail.net,2026-08-12,pro
USR-1-0143,hannah_wilson_18,hannah_wilson_18@gmail.com,2026-01-28,pro
USR-1-0144,charlie_taylor_76,,2026-09-14,pro
USR-1-0145,george_brown_33,george_brown_33@gmail.com,2026-12-20,free
USR-1-0146,george_moore_10,george_moore_10@gmail.com,2026-10-04,enterprise
USR-1-0147,fiona_taylor_68,fiona_taylor_68@company.org,2026-09-21,pro
USR-1-0148,julia_moore_85,julia_moore_85@company.org,2026-10-06,enterprise
USR-1-0149,,,2026-02-08,pro
