user_id,username,email,signup_date,plan
USR-3-0059,bob_johnson_80,bob_johnson_80@mail.net,2026-06-12,pro
USR-3-0060,diana_anderson_61,diana_anderson_61@company.org,2026-09-04,enterprise
USR-3-0061,ethan_wilson_24,ethan_wilson_24@mail.net,2026-10-09,enterprise
USR-3-0062,george_jackson_71,george_jackson_71@company.org,2026-11-15,enterprise
USR-3-0063,,@yahoo.com,2026-11-23,free
USR-3-0064,george_wilson_76,george_wilson_76@outlook.com,2026-04-10,free
USR-3-0065,fiona_johnson_80,fiona_johnson_80@outlook.com,2026-04-19,pro
USR-3-0066,diana_anderson_35,diana_anderson_35@outlook.com,2026-04-08,free
USR-3-0067,julia_wilson_29,missing_domain@Julia,2026-10-01,enterprise
USR-3-0068,hannah_wilson_89,hannah_wilson_89@mail.net,2026-05-16,free
USR-3-0069,ian_miller_60,ian_miller_60@gmail.com,2026-09-26,pro
USR-3-0070,ian_smith_74,ian_smith_74@yahoo.com,2026-08-04,enterprise
USR-3-0071,fiona_smith_11,fiona_smith_11@gmail.com,2026-06-12,enterprise
USR-3-0072,charlie_thomas_43,charlie_thomas_43@mail.net,2026-06-12,free
USR-3-0073,diana_moore_99,diana_moore_99@company.org,2026-05-15,free
USR-3-0074,julia_taylor_22,julia_taylor_22@mail.net,2026-07-28,pro
USR-3-0075,charlie_anderson_11,charlie_anderson_11@mail.net,2026-09-24,pro
USR-3-0076,ethan_miller_81,Ethan @ gmail.com,2026-01-07,pro
USR-3-0077,bob_anderson_52,bob_anderson_52@mail.net,2026-05-12,free
USR-3-0078,fiona_jackson_35,fiona_jackson_35@mail.net,2026-03-25,pro
USR-3-0079,ian_anderson_67,ian_anderson_67@outlook.com,2026-08-21,free
USR-3-0080,fiona_moore_90,fiona_moore_90@gmail.com,2026-02-06,pro
USR-3-0081,fiona_miller_44,fiona_miller_44@company.org,2026-06-24,enterprise
USR-3-0082,hannah_moore_31,invalid_email_format,2026-12-23,enterprise
USR-3-0083,,@company.org,2026-09-02,free
USR-3-0084,ian_johnson_23,,2026-11-13,pro
USR-3-0085,ethan_anderson_90,ethan_anderson_90@yahoo.com,2026-01-02,enterprise
USR-3-0086,fiona_anderson_69,fiona_anderson_69@outlook.com,2026-09-15,free
USR-3-0087,ian_brown_85,ian_brown_85@mail.net,2026-07-17,enterprise
USR-3-0088,ethan_wilson_71,ethan_wilson_71@company.org,2026-05-12,pro
USR-3-0089,ethan_smith_10,ethan_smith_10@yahoo.com,2026-06-10,pro
USR-3-0090,,@outlook.com,2026-10-08,free
USR-3-0091,diana_moore_81,diana_moore_81@company.org,2026-07-08,pro
USR-3-0092,diana_thomas_88,diana_thomas_88@outlook.com,2026-11-24,enterprise
USR-3-0093,george_taylor_18,george_taylor_18@company.org,2026-10-15,pro
USR-3-0094,,gmail.com,2026-03-04,pro
USR-3-0095,,invalid_email_format,2026-07-10,pro
USR-3-0096,,@yahoo.com,2026-01-09,pro
USR-3-0097,hannah_brown_34,hannah_brown_34@company.org,2026-01-04,enterprise
USR-3-0098,hannah_taylor_14,hannah_taylor_14@gmail.com,2026-09-22,free
USR-3-0099,ethan_wilson_30,ethan_wilson_30gmail.com,2026-05-16,enterprise
USR-3-0100,fiona_smith_95,invalid_email_format,2026-01-06,pro
USR-3-0101,george_taylor_11,george_taylor_11@company.org,2026-12-20,free
USR-3-0102,bob_taylor_30,bob_taylor_30@outlook.com,2026-11-02,free
USR-3-0103,charlie_thomas_23,charlie_thomas_23@mail.net,2026-11-25,pro
USR-3-0104,hannah_taylor_12,hannah_taylor_12@yahoo.com,2026-05-02,pro
USR-3-0105,ian_miller_79,ian_miller_79@yahoo.com,2026-09-12,pro
USR-3-0106,ethan_jackson_80,ethan_jackson_80@company.org,2026-05-27,pro
USR-3-0107,hannah_smith_91,hannah_smith_91@gmail.com,2026-10-28,pro
USR-3-0108,diana_wilson_18,diana_wilson_18@company.org,2026-04-17,enterprise
USR-3-0109,ian_brown_88,ian_brown_88@outlook.com,2026-02-04,enterprise
USR-3-0110,alice_brown_32,alice_brown_32@company.org,2026-04-04,free
USR-3-0111,george_anderson_77,george_anderson_77@gmail.com,2026-06-08,enterprise
USR-3-0112,alice_taylor_93,alice_taylor_93@gmail.com,2026-08-26,enterprise
USR-3-0113,ian_moore_57,invalid_email_format,2026-09-02,enterprise
USR-3-0114,ethan_johnson_37,missing_domain@Ethan,2026-04-07,enterprise
USR-3-0115,julia_brown_81,julia_brown_81@gmail.com,2026-11-19,pro
USR-3-0116,george_johnson_31,george_johnson_31@mail.net,2026-06-22,free
USR-3-0117,julia_anderson_55,julia_anderson_55@outlook.com,2026-06-14,enterprise
USR-3-0118,fiona_jackson_40,fiona_jackson_40@mail.net,2026-12-09,pro
USR-3-0119,hannah_moore_10,hannah_moore_10@mail.net,2026-01-17,free
USR-3-0120,ethan_smith_48,ethan_smith_48@outlook.com,2026-01-25,enterprise
USR-3-0121,ian_thomas_81,ian_thomas_81@gmail.com,2026-01-15,pro
USR-3-0122,ethan_wilson_84,ethan_wilson_84@outlook.com,2026-02-19,pro
USR-3-0123,diana_johnson_51,,2026-12-23,enterprise
USR-3-0124,bob_jackson_92,bob_jackson_92@mail.net,2026-07-03,free
USR-3-0125,fiona_wilson_65,fiona_wilson_65@yahoo.com,2026-12-21,enterprise
USR-3-0126,george_smith_49,george_smith_49@mail.net,2026-03-11,enterprise
USR-3-0127,charlie_smith_96,charlie_smith_96@company.org,2026-10-19,enterprise
USR-3-0128,george_miller_60,george_miller_60@company.org,2026-10-24,free
USR-3-0129,ethan_johnson_61,ethan_johnson_61@yahoo.com,2026-03-16,enterprise
USR-3-0130,george_jackson_35,george_jackson_35@mail.net,2026-04-08,free
USR-3-0131,george_wilson_97,missing_domain@George,2026-06-12,free
USR-3-0132,julia_smith_49,julia_smith_49@company.org,2026-10-05,pro
USR-3-0133,diana_taylor_97,diana_taylor_97@gmail.com,2026-02-24,free
USR-3-0134,,@gmail.com,2026-05-15,
USR-3-0135,diana_thomas_37,diana_thomas_37@outlook.com,2026-09-16,enterprise
USR-3-0136,charlie_smith_58,charlie_smith_58@gmail.com,2026-05-06,free
USR-3-0137,julia_miller_16,julia_miller_16@gmail.com,2026-07-22,pro
USR-3-0138,fiona_johnson_12,fiona_johnson_12@company.org,2026-04-13,enterprise
USR-3-0139,bob_wilson_72,bob_wilson_72@yahoo.com,2026-04-17,pro
USR-3-0140,alice_smith_41,alice_smith_41@company.org,2026-07-24,
USR-3-0141,fiona_wilson_90,fiona_wilson_90@mail.net,2026-05-26,free
USR-3-0142,george_smith_81,george_smith_81@outlook.com,2026-07-22,free
USR-3-0143,george_thomas_96,george_thomas_96@yahoo.com,2026-07-08,enterprise
USR-3-0144,ethan_jackson_52,,2026-11-05,enterprise
USR-3-0145,diana_brown_49,diana_brown_49@yahoo.com,2026-07-25,free
USR-3-0146,,@gmail.com,2026-03-11,free
USR-3-0147,fiona_moore_62,fiona_moore_62@outlook.com,2026-03-25,free
USR-3-0148,charlie_smith_88,charlie_smith_88@mail.net,2026-04-20,free
USR-3-0149,alice_wilson_20,alice_wilson_20@mail.net,2026-10-16,enterprise
